layer_group,step,Lhat,grad_dual_norm_next
bias1,85,6.465416107342065,0.07071779158581606
bias1,86,7.329107531232521,0.11975105404843703
bias1,87,8.444980067745652,0.10422407740955349
bias1,88,8.31145011036732,0.10719794136368407
bias1,89,8.193200138086915,0.09811914120921986
bias1,90,11.288252508394077,0.18852470602312696
bias1,91,10.721580668717586,0.0844114074518854
bias1,92,9.895861774787502,0.1661048250812089
bias1,93,11.871298798970075,0.13084433680107346
bias1,94,11.355769919912294,0.15341760965673656
bias1,95,9.716068497302494,0.08967905637084703
bias1,96,9.47036161752941,0.14764785809296047
bias1,97,8.90799874066786,0.07556263572129819
bias1,98,8.235911608420965,0.13137075008856924
bias1,99,9.136022112998157,0.09903880843949255
bias1,100,9.071197854107345,0.12951875906044222
bias1,101,8.230425718983993,0.08180767808247863
bias1,102,8.9112483327723,0.14169182668819003
bias1,103,9.421687905971808,0.09548766312936778
bias1,104,10.70303705387788,0.17275598296613076
bias1,105,10.993425474229923,0.10432413838155075
bias1,106,10.26254457779936,0.15265629608448258
bias1,107,9.430089005896736,0.08429185505603914
bias1,108,9.721330510692306,0.16035058799570556
bias1,109,11.143848339994202,0.11884762985004768
bias1,110,12.027775637500712,0.1825813633632847
bias1,111,10.691992360580487,0.08707059271894198
bias1,112,10.092950673112997,0.16585718185406742
bias1,113,11.627159584885092,0.12600576457925802
bias1,114,12.285355356514573,0.18154562045495556
bias1,115,12.038114142102403,0.11999181949027421
bias1,116,11.606808290753884,0.1702742222689113
bias1,117,11.905436468173143,0.1292381530158325
bias1,118,12.553438900844336,0.18513687989961122
bias1,119,11.950247941559589,0.11378382849688126
bias1,120,12.273173883971772,0.1932989741057712
bias1,121,12.31506131482561,0.11485390396004348
bias1,122,12.525601219938487,0.19879622776224215
bias1,123,11.56171097159752,0.09261235866096199
bias1,124,10.768928745751957,0.1780384099973357
bias1,125,12.180593154881805,0.1275075570518814
bias1,126,12.23942781473906,0.17862328260458718
bias1,127,11.511978233833958,0.10973713721697816
bias1,128,12.305008928377408,0.1981331150524455
bias1,129,11.695057039272479,0.09491146870276333
bias1,130,11.534917686607594,0.19354342556245901
bias1,131,11.850705589250765,0.1032045082859729
bias1,132,11.864294283768075,0.1938856426796243
bias1,133,11.906322984399493,0.10391218324949705
bias1,134,11.814683186599465,0.192232517698379
bias1,135,11.675361784870585,0.10154646365511058
bias1,136,11.112288971196312,0.17666069257828199
bias1,137,12.804973170813138,0.14754593684982073
bias1,138,11.580055769210224,0.14242761516383065
bias1,139,11.614689765508649,0.14893338359806702
bias1,140,11.991928486116445,0.15505280971480553
bias1,141,11.473961419751241,0.1333515169943475
bias1,142,10.62812569335445,0.1350238525065013
bias1,143,11.455653692921004,0.15155287082182067
bias1,144,12.244191915926729,0.155204009534141
bias1,145,11.943138134533415,0.14360062680748337
bias1,146,10.940204781759698,0.13248501973945861
bias1,147,11.330841663488977,0.15196155658559912
bias1,148,13.010143515565584,0.1759829864341495
bias1,149,11.93064198722758,0.12288529675638991
bias1,150,11.871844126113809,0.17474233456117574
bias1,151,12.103077067136354,0.12809724084154572
bias1,152,11.35401585977128,0.15669832244297321
bias1,153,12.708469845340883,0.1613736569052782
bias1,154,13.382354659945282,0.17530599748141795
bias1,155,13.6591544064273,0.1676760698357251
bias1,156,13.404257185692423,0.16767088222822232
bias1,157,12.920151043311112,0.15552568832668184
bias1,158,12.87852217971615,0.1672845632621881
bias1,159,14.57909572585819,0.19729849256304224
bias1,160,14.31905719505595,0.16077818845418462
bias1,161,11.825559352552725,0.13562541324157631
bias1,162,11.79053191425594,0.1597741979438631
bias1,163,11.897867419243841,0.1395268691346444
bias1,164,12.556920642457115,0.1751125468073287
bias1,165,13.036053020272561,0.151751370003611
bias1,166,13.147742048480168,0.17781317097692514
bias1,167,13.497730558705152,0.1598114043303364
bias1,168,14.005281300962556,0.1904369294838625
bias1,169,15.343791416972943,0.19425534119664792
bias1,170,14.762369388050944,0.17532096174270062
bias1,171,14.410954012143781,0.18592154143044548
bias1,172,14.542929851960942,0.1780102421628494
bias1,173,14.188504900842332,0.17742367847526913
bias1,174,15.023142556402082,0.19833753480156285
bias1,175,14.947508346488632,0.17592894874508583
bias1,176,15.578603537895349,0.2137331550196129
bias1,177,15.550563746911855,0.1753313612566255
bias1,178,14.828880422942891,0.19560242915481266
bias1,179,15.407300805519851,0.18971131880267744
bias1,180,15.187612039557228,0.1903515819227784
bias1,181,14.95965802752104,0.18388358315079417
bias1,182,14.291219552257179,0.1734469288848013
bias1,183,13.86182040120572,0.17407885185781444
bias1,184,14.195370790242684,0.18125080479456507
bias1,185,14.441365956679844,0.18008612785199143
bias1,186,14.261642834920217,0.17685984465122626
bias1,187,14.945115008565073,0.19721554376057213
bias1,188,14.16178357960465,0.1572152361599028
bias1,189,13.29857659828025,0.1759913375943351
bias1,190,12.443260424067292,0.13631168324964058
bias1,191,11.4191762331885,0.1492470518109117
bias1,192,11.864977878144432,0.14774328010471197
bias1,193,11.529172130465707,0.1409220502192207
bias1,194,11.11261088987857,0.13728051671968253
bias1,195,11.551374181471688,0.15381112267650354
bias1,196,11.76858677413336,0.14174956838961064
bias1,197,12.099781192999762,0.16268679980762385
bias1,198,13.512139118770044,0.17539682290243727
bias1,199,14.488132423447182,0.18709435417648435
bias1,200,14.536037668221898,0.17686235601409092
bias1,201,14.307805660563375,0.18168510392983428
bias1,202,13.41985821344715,0.15475279412442894
bias1,203,13.808503768830644,0.19091598593453685
bias1,204,14.050883377726853,0.16043130765531646
bias1,205,13.258429995260865,0.17230963980460762
bias1,206,12.226626779418167,0.13537739062415555
bias1,207,12.69837551393036,0.18243982302033168
bias1,208,13.332298858074628,0.15175006493009813
bias1,209,12.556833382715128,0.16245517300472545
bias1,210,12.176796365583932,0.14308462449858264
bias1,211,11.974801179170868,0.15651632839166083
bias1,212,11.55553988332322,0.1328479475985504
bias1,213,11.596126268914082,0.15764965279890814
bias1,214,11.787629385836203,0.13812591834568255
bias1,215,12.973804174810859,0.18687823476730542
bias1,216,13.56440659570313,0.15225771342940156
bias1,217,13.33588009671946,0.18226343718298635
bias1,218,13.97344425196445,0.1672647124253587
bias1,219,13.94216221508841,0.18203072771572296
bias1,220,13.135650131589026,0.1469084736727439
bias1,221,12.966099588222871,0.1778868432155846
bias1,222,12.933481875768626,0.146533019311898
bias1,223,12.701757196509545,0.17133000762836217
bias1,224,12.781902344500116,0.14916857748142648
bias1,225,12.615059506030562,0.1666972330209642
bias1,226,11.883210837146509,0.13101707207699562
bias1,227,12.17827547777503,0.17424514536434008
bias1,228,12.73756124298376,0.14432413669329427
bias1,229,12.990003165002314,0.18119034789024022
bias1,230,13.360699903902978,0.15428615717324476
bias1,231,13.106128789804936,0.17485850302478687
bias1,232,12.593898326313907,0.14495045542320534
bias1,233,13.454114699894435,0.1914385966549697
bias1,234,13.820455073869253,0.15427881119704848
bias1,235,13.5457317356334,0.18480558207540557
bias1,236,13.658429019810505,0.15683529873414492
bias1,237,13.354452929310284,0.17757496826094948
bias1,238,12.875686822320084,0.14497961093983935
bias1,239,11.794796116684275,0.15008557653757224
bias1,240,11.61237022340411,0.1420016097003229
bias1,241,11.779595626240793,0.1527187162438189
bias1,242,11.918622665262639,0.1473789842965288
bias1,243,12.520951885530918,0.1682372104672781
bias1,244,12.488864254841003,0.14423155170427476
bias1,245,13.417075663895394,0.19196995439044026
bias1,246,13.711493523544657,0.15197439568503776
bias1,247,12.970110839044775,0.1729758952744837
bias1,248,14.502822482994508,0.1900750740382084
bias1,249,14.541711316903488,0.17364129424788094
bias1,250,13.943279537616533,0.17610008914762026
bias1,251,13.283771560547633,0.15900459237794448
bias1,252,13.373709647644317,0.17691527536257232
bias1,253,13.757727900677542,0.17020945794286002
bias1,254,12.98907710644473,0.15710823557138817
bias1,255,12.926884206654467,0.16705077420550724
bias1,256,12.931603895710696,0.1566842114781276
bias1,257,13.126994881759735,0.17277513519655244
bias1,258,13.290108870368707,0.16035575371732327
bias1,259,14.24322136892755,0.19625062574929195
bias1,260,14.874100818248676,0.17617393283338129
bias1,261,14.57048178172652,0.1885944867675376
bias1,262,14.524019723216249,0.17501376191054377
bias1,263,15.346030468828713,0.20968713595846739
bias1,264,15.476780517550898,0.17973754575549214
bias1,265,15.289124397028894,0.20270153763335697
bias1,266,15.53510634552451,0.1859921227634861
bias1,267,14.959685355238749,0.18857252327685933
bias1,268,14.874342757333887,0.18356813495232274
bias1,269,15.034253904246517,0.19246284475062134
bias1,270,15.520914422174151,0.19624873689843036
bias1,271,14.409809913980364,0.16443341369698508
bias1,272,13.783734185635453,0.18022454246765948
bias1,273,14.181419797969726,0.1747358886033446
bias1,274,15.049373264653834,0.20218582142285055
bias1,275,15.111054950586475,0.17586142373586894
bias1,276,15.03877353827788,0.20134850930033646
bias1,277,14.521625285785726,0.16280132816004758
bias1,278,14.763383253922301,0.20669398664667635
bias1,279,14.71062783373835,0.1626330635516404
bias1,280,13.857797994806411,0.18496452425491605
bias1,281,14.500060516588587,0.17776212101092176
bias1,282,14.536032742128999,0.1866066424795326
bias1,283,14.672600897960463,0.1807441369755111
bias1,284,15.387822509084154,0.20440566045096453
bias1,285,15.035824143531263,0.17257085651684698
bias1,286,14.757051615990134,0.19756964019627277
bias1,287,13.662232099633858,0.1486715640235218
bias1,288,12.715453955654647,0.17101568326770533
bias1,289,13.65988481033242,0.1726319692367183
bias1,290,14.563969069932861,0.19359207979606113
bias1,291,13.99265712914703,0.15646505366593733
bias1,292,14.319468941608038,0.20238914692248772
bias1,293,14.25022003867291,0.15398861098866137
bias1,294,13.594382465065724,0.18596640002072481
bias1,295,13.021318879990853,0.14086063623914435
bias1,296,13.350021003352166,0.19320248248601912
bias1,297,13.915512977171096,0.1556780234683621
bias1,298,14.894303060124562,0.21709881387388205
bias1,299,15.253551699335958,0.16546750064587615
bias1,300,15.122084216653372,0.21355906574410558
bias1,301,13.966028196300892,0.1370453275351152
bias1,302,12.713713046660587,0.1810703020592967
bias1,303,13.472977707680855,0.1564859313122856
bias1,304,13.418671644148084,0.17975631885269513
bias1,305,13.906997097876753,0.16855660241050766
bias1,306,14.882049108181318,0.20425733416654757
bias1,307,14.606694490216166,0.16157084937928898
bias1,308,14.78136564757034,0.20864735977713614
bias1,309,14.561120812379894,0.15579000897470263
bias1,310,14.933438907431492,0.21764613635435295
bias1,311,15.310258234632496,0.16640211619146789
bias1,312,15.758208342019882,0.22765213387374875
bias1,313,15.457473770026764,0.1609185206726127
bias1,314,15.86964336285121,0.2365775649176476
bias1,315,15.13044686979214,0.1424098068636431
bias1,316,14.937671852848219,0.23188649247847956
bias1,317,15.19540364730514,0.14828777310102384
bias1,318,15.038390361100939,0.22784513792567393
bias1,319,15.201610485956667,0.15257734445913593
bias1,320,15.256610570766176,0.22889130554602868
bias1,321,15.630436060978493,0.16310723669842775
bias1,322,14.49752986972746,0.19963879619280434
bias1,323,14.518865163469505,0.16385864517349008
bias1,324,14.255413446091842,0.1926046054930365
bias1,325,14.726362038319325,0.17583590589770615
bias1,326,14.719113555411111,0.1934122877854192
bias1,327,14.706301386663453,0.17640201568961864
bias1,328,17.511805817133233,0.26175609263999616
bias1,329,16.72091780565354,0.15734464548557558
bias1,330,17.025250336051414,0.26853820628244585
bias1,331,16.501945513186826,0.14461523350077232
bias1,332,16.13305293734425,0.2591822395092196
bias1,333,16.217068933064336,0.1467590409715109
bias1,334,17.217266034487903,0.2859031370006151
bias1,335,17.38938316986851,0.15204963472013328
bias1,336,16.75025508033709,0.2672424858602915
bias1,337,17.945494826061488,0.18222652505434458
bias1,338,18.423720895731464,0.2788175924708094
bias1,339,18.709494760757654,0.18962845105438383
bias1,340,19.262227950313854,0.29223741514102386
bias1,341,19.42730822075037,0.1939518461900513
bias1,342,19.045454502505724,0.28227559945078284
bias1,343,18.978992826541635,0.19308599028892856
bias1,344,18.575468157864332,0.2714106115998829
bias1,345,17.73784794816608,0.17495638198728786
bias1,346,17.630137096152836,0.2668720779209863
bias1,347,18.187858977293033,0.18911635105311134
bias1,348,18.602723263889246,0.2769663740676515
bias1,349,17.62458511261509,0.16509932911060587
bias1,350,17.605724584336777,0.27506011010767656
bias1,351,17.53305167155853,0.16337036795037357
bias1,352,17.914880377424435,0.2847235983310016
bias1,353,17.878047241139765,0.16243989049000007
bias1,354,18.09601885081239,0.290598230851179
bias1,355,18.554812323861682,0.1747097245532424
bias1,356,18.139713981233797,0.2795204207756128
bias1,357,18.029256893065316,0.17384698961801875
bias1,358,17.294799958689776,0.25910892154220827
bias1,359,18.99000994219471,0.216796597481707
bias1,360,19.36090842360137,0.2680573130339271
bias1,361,19.459605467649965,0.21875022010314962
bias1,362,19.84918704393905,0.2778381887425385
bias1,363,18.421238166845495,0.18362675176228382
bias1,364,18.5621741707734,0.2805700655797349
bias1,365,18.15179997604899,0.17350662542053874
bias1,366,18.7362308290509,0.2955112846632384
bias1,367,19.209843677959142,0.18525781607539688
bias1,368,18.261419797851836,0.2715807765976247
bias1,369,17.671245876232998,0.17049462869521798
bias1,370,17.38866211346464,0.2644340232031807
bias1,371,17.625933756009616,0.176263836604773
bias1,372,17.978859247982363,0.27323880457229544
bias1,373,18.202085109316037,0.18202531136204927
bias1,374,18.703405730263352,0.2857533589733354
bias1,375,18.43439444115257,0.1762119588534906
bias1,376,18.069819010737564,0.27565842302371707
bias1,377,18.53319690505762,0.1877771928041789
bias1,378,18.613223454400092,0.2776500276150811
bias1,379,19.128497967627148,0.20086889739149563
bias1,380,18.76113109932096,0.2682581863704446
bias1,381,19.62598861610796,0.22247716764330147
bias1,382,19.52803046904293,0.2658752252084895
bias1,383,18.732577187790582,0.20261211131372078
bias1,384,18.3861066595463,0.2571784687622242
bias1,385,17.98286705849034,0.19243435912239235
bias1,386,17.71820765606045,0.2505740290421127
bias1,387,17.907589736751465,0.19733293538636423
bias1,388,18.37058240703806,0.2627972531795484
bias1,389,18.633477539122115,0.20324116670208014
bias1,390,18.329540858898046,0.2553167222310549
bias1,391,18.492528555088914,0.20722251142902134
bias1,392,17.445212138902434,0.2290396871707147
bias1,393,17.26982422531805,0.20339494180111872
bias1,394,17.855656477015035,0.24330071230350916
bias1,395,17.385386986462915,0.19172460970869915
bias1,396,17.332047788256467,0.2417462132967328
bias1,397,17.128644193317744,0.18883081430805193
bias1,398,17.25945022037484,0.24307269169971912
bias1,399,17.719149170460554,0.20090627380175669
bias1,400,17.960518262298425,0.2482701858058464
bias1,401,18.00621375541962,0.20221082542814717
bias1,402,18.499658946061913,0.26173486675935304
bias1,403,18.53669401544188,0.20231639738429916
bias1,404,17.81666618525366,0.2446083445908176
bias1,405,17.705905993529523,0.19804115221160332
bias1,406,17.83913790528567,0.24809360629976834
bias1,407,17.12811584835386,0.18029561422428309
bias1,408,17.090250469991332,0.24707890686150244
bias1,409,17.28928664379567,0.18522849018253135
bias1,410,17.92238159303251,0.26295863927429003
bias1,411,17.9933636327597,0.1869561365993765
bias1,412,18.192630995546224,0.26820250058147
bias1,413,17.78187523626667,0.17667649399507165
bias1,414,17.18069188560836,0.2529280312970569
bias1,415,17.932862358333214,0.1954418806590102
bias1,416,18.36651116525994,0.26399996992896413
bias1,417,17.968088814622313,0.1852886721352995
bias1,418,17.751445954993105,0.25869899359948373
bias1,419,18.403598712988344,0.2025231014799397
bias1,420,17.622959346928013,0.2383206871593325
bias1,421,16.736277654467116,0.18022933445449105
bias1,422,17.020782680815252,0.24571494619465187
bias1,423,15.65813029020833,0.14610622485010857
bias1,424,15.613916255886442,0.24441147729012533
bias1,425,15.525792966304735,0.1458155958574635
bias1,426,15.661464554817442,0.24591593586547644
bias1,427,15.976901655075595,0.154055211969951
bias1,428,15.38710448909987,0.23107019980767984
bias1,429,14.907853236973452,0.1420725453736985
bias1,430,14.441324993886719,0.21937767445851555
bias1,431,15.66828779010768,0.17243548559036329
bias1,432,16.130459369065736,0.23156661166290235
bias1,433,15.811165075360218,0.16397303446043499
bias1,434,15.966606557695304,0.23565045827114972
bias1,435,15.997684150609645,0.16485787201791396
bias1,436,16.54534151383206,0.24902521536736066
bias1,437,16.331468563675205,0.16032160414483992
bias1,438,16.442514993811784,0.2510185909285845
bias1,439,16.87370156654358,0.17172007511329077
bias1,440,16.990899838150423,0.25386169926218677
bias1,441,17.116454017014814,0.17438221366404072
bias1,442,17.317371265444656,0.2597094655176019
bias1,443,17.27558213772364,0.17291645951603762
bias1,444,17.877745377597495,0.27433094271274744
bias1,445,17.75472512393477,0.17034960734599
bias1,446,18.275356812098824,0.2865564187878316
bias1,447,17.844466119166782,0.1624982173958927
bias1,448,17.844120239719537,0.2850618101259348
bias1,449,18.793718702372555,0.18556692916366027
bias1,450,18.67115692497538,0.281322707695064
bias1,451,18.741072028726737,0.187871982612357
bias1,452,18.378737201764434,0.27285685130072507
bias1,453,18.613288810150785,0.1926826813482706
bias1,454,19.278190235687468,0.28992207467399933
bias1,455,18.367430860611616,0.16954825771605675
bias1,456,18.47491082793294,0.2935555732054479
bias1,457,19.49305643194281,0.19387360051087785
bias1,458,20.136495718575787,0.3096384138219485
bias1,459,19.289730589917394,0.17284234576819157
bias1,460,19.292228926582958,0.30984123553261644
bias1,461,19.467438234609,0.17772014997894564
bias1,462,19.434996621299085,0.3086061491717548
bias1,463,20.00925044792066,0.19260683376647372
bias1,464,20.49301944454896,0.32001277953730556
bias1,465,20.36644456801157,0.19058297667782312
bias1,466,20.197768803842138,0.31537831887450857
bias1,467,20.172898842218707,0.1890599544607357
bias1,468,20.557165396135154,0.3255961566307158
bias1,469,20.596923433873272,0.1897628140393082
bias1,470,19.86242988481718,0.3070152801937607
bias1,471,19.49542728830008,0.18081204820407967
bias1,472,19.513856626886383,0.3076057306581643
bias1,473,19.993868098454435,0.19232284564781552
bias1,474,20.172825843126606,0.312534713729091
bias1,475,20.20420141268877,0.1927022677709147
bias1,476,19.954797819760465,0.3062906047273141
bias1,477,19.700257333024485,0.18679172651095116
bias1,478,19.37012661637573,0.2975241916070276
bias1,479,19.331934967482532,0.18631366778709046
bias1,480,19.465046513114764,0.30049486050361035
bias1,481,19.43280643031743,0.18760369543825037
bias1,482,19.421049476986624,0.29803544319036307
bias1,483,18.594007447858477,0.16719700168256832
bias1,484,18.395502870586046,0.29390815904130263
bias1,485,18.885576883247293,0.17874277318187595
bias1,486,19.22011529737902,0.30292864076221176
bias1,487,18.59904572260448,0.16209025157418674
bias1,488,18.825325040354418,0.30927938967715896
bias1,489,19.379629628675165,0.1757753463704697
bias1,490,19.18156102927182,0.30388499157523574
bias1,491,18.241446747973576,0.152576678949171
bias1,492,18.025703698325927,0.2984697241379169
bias1,493,18.866131492157667,0.17481890110129172
bias1,494,17.785515293013304,0.270609014649515
bias1,495,16.932402767563598,0.15337488069420724
bias1,496,15.732417895493052,0.2402844655843321
bias1,497,16.729781683376114,0.17844331586619078
bias1,498,17.41703134721886,0.2575053974279836
bias1,499,16.787853238671644,0.16229252028269847
bias1,500,16.94804257097883,0.2617467742391675
bias1,501,17.336850950634584,0.17223336863055322
bias1,502,17.465013877121244,0.2646052690706359
bias1,503,17.718144367962072,0.179359549756796
bias1,504,16.824926864508885,0.241318386759345
bias1,505,16.32241963770327,0.16837951297144851
bias1,506,15.405503386973832,0.21697315120023167
bias1,507,16.006444130723683,0.18371026179222522
bias1,508,15.998429463898702,0.21688139845140494
bias1,509,16.10302557404509,0.18621510540080924
bias1,510,16.344865011534033,0.2235788564365947
bias1,511,16.138630089961254,0.18025513998005535
bias1,512,16.42148480040264,0.2309512860774725
bias1,513,16.506450687962882,0.1824288065721654
bias1,514,16.538779590989403,0.2313554565922342
bias1,515,16.1777522384007,0.1742392927509112
bias1,516,15.603394228780566,0.21597301479587977
bias1,517,16.21114332175409,0.18943266010177287
bias1,518,16.09213191539183,0.21384469147168572
bias1,519,16.36585928461628,0.1954526738747206
bias1,520,16.92625704902276,0.22853938521143363
bias1,521,17.327526203576774,0.20495100709018846
bias1,522,17.03408510110214,0.22156656262564509
bias1,523,17.076837117906067,0.2056347491011612
bias1,524,17.09913797700078,0.22253979473558208
bias1,525,16.7836549126835,0.19792405886859335
bias1,526,16.51060844948296,0.21489999917417374
bias1,527,16.248587174292386,0.1918369896802367
bias1,528,15.549905203598113,0.19703906874362626
bias1,529,15.16119665467366,0.18209662226700798
bias1,530,15.402587026674365,0.20309164603882016
bias1,531,15.504223152728766,0.1845488224030817
bias1,532,14.952971899103323,0.1902384665594939
bias1,533,14.715256452287216,0.17805581408729879
bias1,534,14.505744818957298,0.1848324855170668
bias1,535,14.748050559766671,0.18479960807742846
bias1,536,14.412300761564998,0.17585609681252726
bias1,537,14.065979814480704,0.1777686970388339
bias1,538,14.013668532631407,0.1729489991199241
bias1,539,14.357272068659421,0.18612323862021046
bias1,540,14.668572015916016,0.18147388503292386
bias1,541,15.230490200693207,0.1995670286451531
bias1,542,14.777894257361515,0.17120373695349952
bias1,543,14.464829146512471,0.19075194441478163
bias1,544,14.707503127983355,0.17701063098860376
bias1,545,14.683917135152472,0.19074970971758856
bias1,546,14.940829050242982,0.1833187120991466
bias1,547,14.825318243034353,0.18785602226106288
bias1,548,15.091216815976404,0.18959299048905404
bias1,549,15.36186619803079,0.19463792873163546
bias1,550,15.545216855239794,0.19416254886548653
bias1,551,15.239129692096622,0.18719597929348472
bias1,552,14.699560304428038,0.18045141136983342
bias1,553,14.628598720992667,0.18541491683052505
bias1,554,15.152684673032445,0.1935720541827096
bias1,555,15.42427791026391,0.19205369153652535
bias1,556,15.419542184211465,0.19362514425768457
bias1,557,15.343564080213255,0.18999248910451955
bias1,558,15.03760803484729,0.18600194429469907
bias1,559,14.837310511271546,0.18510908340553672
bias1,560,14.935596923497926,0.18846961539347823
bias1,561,14.71365812819981,0.17954110482689653
bias1,562,14.344866838030383,0.17911400651456838
bias1,563,13.631712866794132,0.16205225182811586
bias1,564,13.269861759999575,0.16977582734829688
bias1,565,13.562006130808212,0.16929350382078595
bias1,566,13.582843600928017,0.17036171489811608
bias1,567,13.335223371701073,0.16303475014408136
bias1,568,12.737289956379705,0.15547680477574213
bias1,569,13.016113726614124,0.17007794451814684
bias1,570,13.182851329996364,0.15955739884588296
bias1,571,13.566488888721743,0.17965244888531684
bias1,572,13.673334982671536,0.16219278243731908
bias1,573,13.167618205961524,0.16708010171841944
bias1,574,12.997607696624858,0.15800063462962183
bias1,575,12.860719574408348,0.16357716381955234
bias1,576,12.701587622533124,0.15404472356723262
bias1,577,12.501683603138265,0.15855541913148372
bias1,578,12.253182685334384,0.1478063094028871
bias1,579,12.567793374854775,0.1666173049517184
bias1,580,12.426194756027696,0.14426423292882498
bias1,581,12.227174019923751,0.16187110753210213
bias1,582,12.644567409969639,0.15439217103965192
bias1,583,13.091288061527642,0.17296898660385512
bias1,584,12.716428567426872,0.1450470198243808
bias1,585,12.857167922187188,0.17644919869267497
bias1,586,12.957716550129186,0.14762541741980187
bias1,587,12.785980499839521,0.17217879525783839
bias1,588,12.716711898046382,0.1457517566922061
bias1,589,12.784147927229633,0.17395921984870574
bias1,590,12.611925870601286,0.14139574655602427
bias1,591,12.469488268059719,0.17041264045914203
bias1,592,12.924380143091582,0.15273691068538467
bias1,593,13.100292488233231,0.17518326616502145
bias1,594,13.15005959604042,0.15360754026791934
bias1,595,13.374499957054136,0.18079284999237683
bias1,596,13.259109166401487,0.15071216194323028
bias1,597,13.131101004585672,0.17758518309328705
bias1,598,12.98471104853614,0.14711199321499777
bias1,599,13.020838526408097,0.17861265966046652
bias1,600,13.183715786688024,0.15101548045712446
bias1,601,13.322293136225353,0.18223181771040947
bias1,602,13.127266019583487,0.14604025756610178
bias1,603,12.494867682539763,0.16676460101539642
bias1,604,12.371314206828844,0.1426205728322126
bias1,605,12.84317382385618,0.17867619361908677
bias1,606,13.009323830663007,0.146614790064685
